Image_id,material_image_id,style_tags_boho,style_tags_industrial,style_tags_minimalist,style_tags_scandinavian,material_type_fabric,material_type_glass,material_type_leather,material_type_marble,material_type_metal,material_type_stone,material_type_tile,material_type_wood,clean_design_description,user_preference,color1,color2,color3
245,245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A stunning bathroom that mixes bare walls with steel table legs for a truly simple feel.,prefers simplicity and neutral palettes,#3E85CE, #1B599A, #3AC11B
246,246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"This bathroom embraces an unfinished design, highlighted by classic flooring.",likes metal finishes and exposed structures,#160E43, #DC5BB5, #E0B4CE
247,247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"This kitchen embraces an urban design, highlighted by warm paneling.","wants a modern, urban atmosphere",#C83CB9, #1C9CE1, #B0DF99
248,248,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"The interior of this living room uses reflective partitions heavily, creating a cozy atmosphere complete with vintage finds.",loves eclectic vibes and cozy textures,#A0F063, #EBFCF3, #85E5D1
249,249,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A stunning bedroom that mixes geometric shapes with reclaimed hardwood floors for a truly streamlined feel.,wants a calm and functional design,#6FF55D, #9C8F83, #1CEFCA
250,250,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The interior of this kitchen uses porcelain patios heavily, creating a sleek atmosphere complete with monochrome palettes.",wants a calm and functional design,#23C565, #CDBACC, #A4B223
251,251,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A streamlined kitchen featuring textured armchairs and hidden storage.,likes clean lines and clutter-free spaces,#53C0E3, #4647F4, #CD3D44
252,252,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a bright aesthetic, this bathroom showcases clear doors alongside muted colors.",likes cozy atmospheres with functional design,#6060C9, #2D451F, #D664C8
253,253,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"The interior of this living room uses transparent large windows heavily, creating a streamlined atmosphere complete with monochrome palettes.",prefers simplicity and neutral palettes,#6301C3, #2187D3, #B1F63D
254,254,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,The vibrant vibe of this kitchen is perfectly complemented by its reflective vases.,likes vibrant colors and handmade decor,#54A52A, #AD64F0, #2C2AF8
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A relaxed bathroom featuring textured cladding and macrame wall hangings.,likes vibrant colors and handmade decor,#BA7641, #F77C7B, #D0AC0B
256,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Beautifully styled, this kitchen offers geometric shower walls paired with factory-style windows in a raw setting.",likes metal finishes and exposed structures,#FBD53F, #926065, #A641E9
257,257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Incorporating open bedroom, this understated bedroom focuses on porcelain feature borders to define the bedroom.",wants a calm and functional design,#2FACC5, #3CA2BE, #CC6F7A
258,258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The interior of this living room uses patterned flooring heavily, creating an utilitarian atmosphere complete with exposed pipes.",likes metal finishes and exposed structures,#021E20, #93797D, #302593
259,259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Beautifully styled, this bathroom offers brushed shelving units paired with factory-style windows in an edgy setting.",prefers raw textures and darker tones,#E2B13A, #390438, #00B563
260,260,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Incorporating simple decor, this warm bedroom focuses on woven armchairs to define the bedroom.",likes cozy atmospheres with functional design,#EC3D7F, #0518FB, #1BEC84
261,261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"This kitchen embraces a simple design, highlighted by shiny frames.",prefers simplicity and neutral palettes,#693A4B, #D1B1B6, #BA7C1A
262,262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Designed with a bohemian aesthetic, this kitchen showcases oak exposed beams alongside dreamcatchers.",loves eclectic vibes and cozy textures,#A88040, #CCFE71, #564667
263,263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Designed with a free-spirited aesthetic, this living room showcases solid dining tables alongside potted plants.",likes vibrant colors and handmade decor,#E98DA5, #8A55A7, #7B3490
264,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The interior of this kitchen uses brushed shelving units heavily, creating an urban atmosphere complete with open layouts.",prefers raw textures and darker tones,#01B53E, #EDA0DE, #0281AF
265,265,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A stunning kitchen that mixes open kitchen with premium accent chairs for a truly serene feel.,wants a calm and functional design,#8AC156, #72DAB9, #0BA0D4
266,266,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The interior of this bathroom uses rich upholstery heavily, creating an urban atmosphere complete with factory-style windows.","wants a modern, urban atmosphere",#920191, #BA0E5C, #D758B6
267,267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"This bedroom embraces an earthy design, highlighted by luxurious flooring.",loves eclectic vibes and cozy textures,#376476, #994083, #FD15F6
268,268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A stunning living room that mixes colorful rugs with warm hardwood floors for a truly cozy feel.,loves eclectic vibes and cozy textures,#CE874F, #EB1D7B, #7896AE
269,269,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this bathroom offers woven blankets paired with vintage lighting in an edgy setting.","wants a modern, urban atmosphere",#7E0B0D, #0B558D, #585E0D
270,270,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,The hygge vibe of this bedroom is perfectly complemented by its glossy bedroom islands.,prefers light woods and natural fabrics,#FE4BD8, #6D4C65, #C80279
271,271,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The interior of this kitchen uses plush draperies heavily, creating a cozy atmosphere complete with layered patterns.",prefers natural fabrics and artistic patterns,#5770E5, #28AE02, #C70CC2
272,272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Designed with a relaxed aesthetic, this kitchen showcases luxurious accents alongside vintage finds.",loves eclectic vibes and cozy textures,#63E23C, #E8A42B, #464D7B
273,273,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a bright aesthetic, this bedroom showcases cotton armchairs alongside functional layouts.",likes cozy atmospheres with functional design,#0EA83B, #24A9A1, #88505B
274,274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A stunning bathroom that mixes monochrome palettes with reflective partitions for a truly pure feel.,likes clean lines and clutter-free spaces,#939738, #6B7FF3, #A34250
275,275,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A stunning living room that mixes dreamcatchers with worn accent chairs for a truly eclectic feel.,prefers natural fabrics and artistic patterns,#10CE15, #9F9BA0, #21B182
276,276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Beautifully styled, this kitchen offers reclaimed paneling paired with natural light in an inviting setting.",likes cozy atmospheres with functional design,#68C8BC, #ABCFF4, #D122B0
277,277,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a bohemian aesthetic, this bathroom showcases linen towels alongside colorful rugs.",prefers natural fabrics and artistic patterns,#70E846, #6D9A27, #FD09EF
278,278,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this kitchen offers smooth accent chairs paired with muted colors in an airy setting.",prefers light woods and natural fabrics,#935917, #E2F931, #D333CC
279,279,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A stunning kitchen that mixes high ceilings with smooth backsplashes for a truly edgy feel.,likes metal finishes and exposed structures,#59E9C8, #888DC9, #AA6EBA
280,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A stunning kitchen that mixes functional layouts with sleek partitions for a truly nordic feel.,likes cozy atmospheres with functional design,#76E498, #C0CCB6, #9C1C14
281,281,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A stunning bathroom that mixes monochrome palettes with clear mirrors for a truly pure feel.,prefers simplicity and neutral palettes,#F234D9, #5D4D39, #5B6D5E
282,282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"This living room embraces a warehouse-inspired design, highlighted by shiny shelving units.","wants a modern, urban atmosphere",#E11168, #9353AC, #CD2BB1
283,283,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A stunning living room that mixes functional furniture with soft rugs for a truly sleek feel.,prefers simplicity and neutral palettes,#C8DB59, #C568DA, #5DF99E
284,284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Designed with an airy aesthetic, this bathroom showcases ceramic flooring alongside simple decor.",wants warm minimalism and neutral colors,#08FADF, #7FFB56, #630CEA
285,285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Beautifully styled, this kitchen offers ceramic backsplashes paired with vintage finds in a vibrant setting.",prefers natural fabrics and artistic patterns,#FE5FCD, #532304, #09FDF4
286,286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The interior of this living room uses smooth flooring heavily, creating a bright atmosphere complete with organic forms.",wants warm minimalism and neutral colors,#D20F39, #B5FFCF, #62CDA2
287,287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The interior of this kitchen uses heavy cladding heavily, creating a warehouse-inspired atmosphere complete with high ceilings.",likes metal finishes and exposed structures,#E7CA9D, #9A88FC, #93CD71
288,288,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"The interior of this bedroom uses translucent partitions heavily, creating an unfinished atmosphere complete with vintage lighting.",prefers raw textures and darker tones,#CEB645, #47BE4A, #DE2736
289,289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Designed with an utilitarian aesthetic, this living room showcases solid pillars alongside brick walls.","wants a modern, urban atmosphere",#81D569, #2B3660, #66E32E
290,290,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The interior of this living room uses patterned backsplashes heavily, creating an uncluttered atmosphere complete with clean lines.",prefers simplicity and neutral palettes,#E1AB33, #B2DBAF, #4D6E8B
291,291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"This living room embraces a sleek design, highlighted by heavy feature walls.",likes clean lines and clutter-free spaces,#EE16F2, #6FAE16, #9F9DE7
292,292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The interior of this living room uses veined flooring heavily, creating a free-spirited atmosphere complete with dreamcatchers.",prefers natural fabrics and artistic patterns,#3B9168, #0AE579, #BF0B2E
293,293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,The vibrant vibe of this kitchen is perfectly complemented by its walnut hardwood floors.,prefers natural fabrics and artistic patterns,#55DB6B, #3BC05E, #EAD012
294,294,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this bedroom offers velvet draperies paired with hidden storage in a pure setting.",wants a calm and functional design,#38DBC4, #F4D634, #2BAEFC
295,295,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A stunning bedroom that mixes geometric shapes with reflective large windows for a truly pure feel.,wants a calm and functional design,#E024BD, #B492BB, #BE4497
296,296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A stunning bathroom that mixes muted colors with rugged cladding for a truly hygge feel.,likes cozy atmospheres with functional design,#F7F6DA, #8F0D70, #0FF01B
297,297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"The interior of this kitchen uses frosted doors heavily, creating an urban atmosphere complete with exposed pipes.",likes metal finishes and exposed structures,#55922B, #6FA6A2, #8109D2
298,298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"This bedroom embraces a cozy design, highlighted by translucent large windows.",prefers natural fabrics and artistic patterns,#09E104, #869130, #B9BBE3
299,299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Beautifully styled, this kitchen offers cold coffee tables paired with soft textiles in a cozy setting.",wants warm minimalism and neutral colors,#E0E932, #5F3A9E, #9FEAC2
300,300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A rugged kitchen featuring solid hardwood floors and visible ductwork.,"wants a modern, urban atmosphere",#4F579B, #F6BE63, #1CF941
301,301,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The interior of this kitchen uses glossy kitchen islands heavily, creating a warm atmosphere complete with functional layouts.",wants warm minimalism and neutral colors,#8B26DB, #6ACFA2, #DC9C17
302,302,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A free-spirited kitchen featuring supple stools and dreamcatchers.,loves eclectic vibes and cozy textures,#4DE2A2, #6DAE3E, #EEB881
303,303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this bathroom offers distressed poufs paired with open bathroom in a simple setting.",wants a calm and functional design,#ADA540, #81242A, #0B6B51
304,304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,The hygge vibe of this bedroom is perfectly complemented by its walnut wood shelving.,prefers light woods and natural fabrics,#074299, #4350DE, #E7353E
305,305,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A unfinished bedroom featuring translucent vases and exposed pipes.,likes metal finishes and exposed structures,#755534, #562890, #0CDB44
306,306,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Incorporating hidden storage, this serene kitchen focuses on velvet sofas to define the kitchen.",likes clean lines and clutter-free spaces,#7100C4, #27DEBA, #3109AE
307,307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The pure vibe of this living room is perfectly complemented by its brushed light fixtures.,prefers simplicity and neutral palettes,#268B86, #109A3C, #63EC31
308,308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A stunning bedroom that mixes potted plants with warm exposed beams for a truly relaxed feel.,prefers natural fabrics and artistic patterns,#82B191, #B571F3, #379E22
309,309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Designed with a bold aesthetic, this bathroom showcases textured steps alongside vintage lighting.","wants a modern, urban atmosphere",#6C40B2, #E8EF21, #7ACB97
310,310,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A free-spirited kitchen featuring glossy partitions and vintage finds.,likes vibrant colors and handmade decor,#2C7951, #101D27, #639D3D
311,311,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A stunning bedroom that mixes hidden storage with carved hardwood floors for a truly simple feel.,wants a calm and functional design,#136948, #C52A15, #D7D512
312,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Incorporating open layouts, this utilitarian living room focuses on copper table legs to define the living room.","wants a modern, urban atmosphere",#856F19, #D85717, #D14C05
313,313,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A bohemian kitchen featuring frosted doors and woven baskets.,likes vibrant colors and handmade decor,#C51F29, #9843DF, #CF267C
314,314,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this bedroom offers glossy coffee tables paired with macrame wall hangings in an earthy setting.",prefers natural fabrics and artistic patterns,#E6C193, #3182D2, #7E5311
315,315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The interior of this kitchen uses industrial shelving units heavily, creating a functional atmosphere complete with organic forms.",likes cozy atmospheres with functional design,#1A5FB5, #118029, #5911F4
316,316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"This bathroom embraces an inviting design, highlighted by copper light fixtures.",prefers light woods and natural fabrics,#A135BE, #DD4231, #1712D2
317,317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Designed with an edgy aesthetic, this kitchen showcases smooth kitchen vanities alongside factory-style windows.",likes metal finishes and exposed structures,#5790E5, #E21014, #434567
318,318,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A stunning kitchen that mixes woven baskets with rich sofas for a truly earthy feel.,prefers natural fabrics and artistic patterns,#2AC902, #61246E, #1F3346
319,319,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this bedroom offers translucent lighting fixtures paired with bare walls in a streamlined setting.",likes clean lines and clutter-free spaces,#B05605, #E00788, #C34587
320,320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A stunning kitchen that mixes woven baskets with textured accent walls for a truly cozy feel.,loves eclectic vibes and cozy textures,#BD2059, #747609, #B3587A
321,321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A unconventional kitchen featuring classic kitchen vanities and woven baskets.,loves eclectic vibes and cozy textures,#42CF36, #B724BE, #984792
322,322,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with an understated aesthetic, this living room showcases translucent doors alongside monochrome palettes.",prefers simplicity and neutral palettes,#80422D, #D0AD37, #70D5DC
323,323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Designed with an airy aesthetic, this bathroom showcases pine hardwood floors alongside indoor greenery.",likes cozy atmospheres with functional design,#E29B86, #F55FB5, #429012
324,324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Beautifully styled, this kitchen offers oak exposed beams paired with open layouts in a warehouse-inspired setting.","wants a modern, urban atmosphere",#1F7433, #DD208A, #F038CC
325,325,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The interior of this living room uses plush rugs heavily, creating a hygge atmosphere complete with simple decor.",wants warm minimalism and neutral colors,#DF1A64, #F9F2E5, #DC0B4B
326,326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Designed with a pure aesthetic, this bathroom showcases glossy backsplashes alongside bare walls.",prefers simplicity and neutral palettes,#21ED94, #262D05, #20BDC7
327,327,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Incorporating bare walls, this pure bathroom focuses on smooth accent chairs to define the bathroom.",prefers simplicity and neutral palettes,#BDCD14, #150AF5, #56BFA4
328,328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Beautifully styled, this living room offers rustic cabinetry paired with natural light in a nordic setting.",prefers light woods and natural fabrics,#0CD463, #6F46E9, #DC2D42
329,329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"This living room embraces a gritty design, highlighted by encaustic tile accents.",likes metal finishes and exposed structures,#48C77F, #CC4FA0, #5BF5D5
330,330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"This kitchen embraces an earthy design, highlighted by ceramic flooring.",prefers natural fabrics and artistic patterns,#299A72, #EC422D, #688FD3
331,331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The interior of this kitchen uses veined fireplaces heavily, creating a nordic atmosphere complete with organic forms.",likes cozy atmospheres with functional design,#9DCF2D, #FCBD2C, #AACAF0
332,332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"This bedroom embraces a relaxed design, highlighted by polished fireplaces.",loves eclectic vibes and cozy textures,#E0866D, #7F0F9B, #F08CAD
333,333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Designed with a streamlined aesthetic, this living room showcases heavy fireplaces alongside monochrome palettes.",prefers simplicity and neutral palettes,#3246B0, #2228AD, #0B81A5
334,334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Designed with a simple aesthetic, this bedroom showcases veined bedroom vanities alongside hidden storage.",wants a calm and functional design,#66229C, #CD51D7, #B2B475
335,335,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A stunning bedroom that mixes natural light with linen blankets for a truly functional feel.,wants warm minimalism and neutral colors,#68BB84, #9FAC56, #E9936C
336,336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Incorporating layered patterns, this vibrant bathroom focuses on brushed frames to define the bathroom.",prefers natural fabrics and artistic patterns,#20E0CA, #94076F, #5EE451
337,337,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beautifully styled, this bedroom offers velvet curtains paired with brick walls in a bold setting.","wants a modern, urban atmosphere",#9AC45D, #024D77, #86D6B2
338,338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"This bathroom embraces an edgy design, highlighted by rough steps.",prefers raw textures and darker tones,#BDCA9B, #A2F3EC, #064E2B
339,339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Designed with a cozy aesthetic, this bedroom showcases reclaimed exposed beams alongside vintage finds.",prefers natural fabrics and artistic patterns,#06EA26, #F01C82, #7CE294
340,340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A urban kitchen featuring glazed feature borders and open layouts.,"wants a modern, urban atmosphere",#420CA3, #AEF889, #F2ADF7
341,341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A stunning living room that mixes monochrome palettes with veined coffee tables for a truly uncluttered feel.,likes clean lines and clutter-free spaces,#58B1EE, #C8F53A, #4F7262
342,342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"This bedroom embraces a relaxed design, highlighted by polished bedroom vanities.",likes vibrant colors and handmade decor,#EFDFBB, #A6C178, #061F6F
343,343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Designed with a bohemian aesthetic, this bedroom showcases solid flooring alongside vintage finds.",prefers natural fabrics and artistic patterns,#67CDD4, #D1F7FD, #C2C81C
344,344,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Designed with a sleek aesthetic, this kitchen showcases sleek mirrors alongside functional furniture.",prefers simplicity and neutral palettes,#C4CF5A, #C70702, #96F147
345,345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A relaxed living room featuring iron frames and dreamcatchers.,prefers natural fabrics and artistic patterns,#3078CD, #361380, #B29474
346,346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Incorporating vintage finds, this eclectic kitchen focuses on cold accents to define the kitchen.",prefers natural fabrics and artistic patterns,#68B3AC, #E6F615, #97F4E7
347,347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The interior of this kitchen uses earthy accent walls heavily, creating an utilitarian atmosphere complete with brick walls.",likes metal finishes and exposed structures,#BA96F1, #0FFC79, #C34749
348,348,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,The rugged vibe of this bedroom is perfectly complemented by its smooth upholstery.,prefers raw textures and darker tones,#0D8791, #E33A5B, #7B1C65
349,349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A rugged kitchen featuring natural paneling and factory-style windows.,likes metal finishes and exposed structures,#A17A05, #CB6C5E, #C1F263
350,350,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,The functional vibe of this kitchen is perfectly complemented by its elegant backsplashes.,prefers light woods and natural fabrics,#CC38C3, #C785B9, #B52502
351,351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A stunning kitchen that mixes high ceilings with industrial staircases for a truly urban feel.,"wants a modern, urban atmosphere",#EE9339, #0270F9, #114ABA
352,352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"This living room embraces a vibrant design, highlighted by oak shelves.",likes vibrant colors and handmade decor,#A97F2E, #ED7347, #5FCA50
353,353,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The interior of this bathroom uses rich poufs heavily, creating a bohemian atmosphere complete with colorful rugs.",loves eclectic vibes and cozy textures,#B419B8, #44E699, #3458AB
354,354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Beautifully styled, this bedroom offers warm exposed beams paired with exposed pipes in an urban setting.","wants a modern, urban atmosphere",#FAF40A, #5A309A, #4E5437
355,355,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A stunning bedroom that mixes visible ductwork with glossy mirrors for a truly utilitarian feel.,"wants a modern, urban atmosphere",#82203F, #62454E, #7A181D
356,356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The interior of this living room uses rustic cabinetry heavily, creating a pure atmosphere complete with geometric shapes.",wants a calm and functional design,#15AD3D, #4CEA72, #82F1F1
357,357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Designed with a hygge aesthetic, this bedroom showcases decorative tiled feature wall alongside light tones.",prefers light woods and natural fabrics,#BD647F, #C8B995, #1E5260
