Image_id,material_image_id,style_tags_boho,style_tags_industrial,style_tags_minimalist,style_tags_scandinavian,material_type_fabric,material_type_glass,material_type_leather,material_type_marble,material_type_metal,material_type_stone,material_type_tile,material_type_wood,clean_design_description,user_preference,color1,color2,color3
250,250,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a bedroom with white walls simple furniture and natural light,wants a calm and functional design,#23C565, #CDBACC, #A4B223
251,251,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a bedroom with white walls simple furniture and natural light,likes clean lines and clutter-free spaces,#53C0E3, #4647F4, #CD3D44
252,252,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,scandinavian style kitchen emphasizing light and functionality,likes cozy atmospheres with functional design,#6060C9, #2D451F, #D664C8
253,253,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a bedroom with white walls simple furniture and natural light,prefers simplicity and neutral palettes,#6301C3, #2187D3, #B1F63D
254,254,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,likes vibrant colors and handmade decor,#54A52A, #AD64F0, #2C2AF8
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,likes vibrant colors and handmade decor,#BA7641, #F77C7B, #D0AC0B
256,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,industrial style office with concrete walls and metal accents,likes metal finishes and exposed structures,#FBD53F, #926065, #A641E9
257,257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a bedroom with white walls simple furniture and natural light,wants a calm and functional design,#2FACC5, #3CA2BE, #CC6F7A
258,258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a modern loft with exposed brick and steel finishes,likes metal finishes and exposed structures,#021E20, #93797D, #302593
259,259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,prefers raw textures and darker tones,#E2B13A, #390438, #00B563
260,260,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scandinavian style kitchen emphasizing light and functionality,likes cozy atmospheres with functional design,#EC3D7F, #0518FB, #1BEC84
261,261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,minimalist living room with sleek furniture and uncluttered design,prefers simplicity and neutral palettes,#693A4B, #D1B1B6, #BA7C1A
262,262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a vibrant space with eclectic patterns and layered textiles,loves eclectic vibes and cozy textures,#A88040, #CCFE71, #564667
263,263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bohemian style living room full of plants and handmade decor,likes vibrant colors and handmade decor,#E98DA5, #8A55A7, #7B3490
264,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,a modern loft with exposed brick and steel finishes,prefers raw textures and darker tones,#01B53E, #EDA0DE, #0281AF
265,265,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a bedroom with white walls simple furniture and natural light,wants a calm and functional design,#8AC156, #72DAB9, #0BA0D4
266,266,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a warehouse inspired kitchen featuring raw materials,"wants a modern, urban atmosphere",#920191, #BA0E5C, #D758B6
267,267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,loves eclectic vibes and cozy textures,#376476, #994083, #FD15F6
268,268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bohemian style living room full of plants and handmade decor,loves eclectic vibes and cozy textures,#CE874F, #EB1D7B, #7896AE
269,269,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,"wants a modern, urban atmosphere",#7E0B0D, #0B558D, #585E0D
270,270,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a cozy bedroom with soft textiles and neutral tones,prefers light woods and natural fabrics,#FE4BD8, #6D4C65, #C80279
271,271,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#5770E5, #28AE02, #C70CC2
272,272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,loves eclectic vibes and cozy textures,#63E23C, #E8A42B, #464D7B
273,273,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a bright airy living room with wooden floors and cozy fabrics,likes cozy atmospheres with functional design,#0EA83B, #24A9A1, #88505B
274,274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,likes clean lines and clutter-free spaces,#939738, #6B7FF3, #A34250
275,275,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#10CE15, #9F9BA0, #21B182
276,276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a cozy bedroom with soft textiles and neutral tones,likes cozy atmospheres with functional design,#68C8BC, #ABCFF4, #D122B0
277,277,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,prefers natural fabrics and artistic patterns,#70E846, #6D9A27, #FD09EF
278,278,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a bright airy living room with wooden floors and cozy fabrics,prefers light woods and natural fabrics,#935917, #E2F931, #D333CC
279,279,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a modern loft with exposed brick and steel finishes,likes metal finishes and exposed structures,#59E9C8, #888DC9, #AA6EBA
280,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,scandinavian style kitchen emphasizing light and functionality,likes cozy atmospheres with functional design,#76E498, #C0CCB6, #9C1C14
281,281,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,prefers simplicity and neutral palettes,#F234D9, #5D4D39, #5B6D5E
282,282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,"wants a modern, urban atmosphere",#E11168, #9353AC, #CD2BB1
283,283,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a bedroom with white walls simple furniture and natural light,prefers simplicity and neutral palettes,#C8DB59, #C568DA, #5DF99E
284,284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a cozy bedroom with soft textiles and neutral tones,wants warm minimalism and neutral colors,#08FADF, #7FFB56, #630CEA
285,285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bohemian style living room full of plants and handmade decor,prefers natural fabrics and artistic patterns,#FE5FCD, #532304, #09FDF4
286,286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a bright airy living room with wooden floors and cozy fabrics,wants warm minimalism and neutral colors,#D20F39, #B5FFCF, #62CDA2
287,287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,industrial style office with concrete walls and metal accents,likes metal finishes and exposed structures,#E7CA9D, #9A88FC, #93CD71
288,288,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a warehouse inspired kitchen featuring raw materials,prefers raw textures and darker tones,#CEB645, #47BE4A, #DE2736
289,289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a warehouse inspired kitchen featuring raw materials,"wants a modern, urban atmosphere",#81D569, #2B3660, #66E32E
290,290,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,minimalist living room with sleek furniture and uncluttered design,prefers simplicity and neutral palettes,#E1AB33, #B2DBAF, #4D6E8B
291,291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a simple clean space with neutral colors and open areas,likes clean lines and clutter-free spaces,#EE16F2, #6FAE16, #9F9DE7
292,292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,prefers natural fabrics and artistic patterns,#3B9168, #0AE579, #BF0B2E
293,293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#55DB6B, #3BC05E, #EAD012
294,294,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a bedroom with white walls simple furniture and natural light,wants a calm and functional design,#38DBC4, #F4D634, #2BAEFC
295,295,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,wants a calm and functional design,#E024BD, #B492BB, #BE4497
296,296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,scandinavian style kitchen emphasizing light and functionality,likes cozy atmospheres with functional design,#F7F6DA, #8F0D70, #0FF01B
297,297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,likes metal finishes and exposed structures,#55922B, #6FA6A2, #8109D2
298,298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,prefers natural fabrics and artistic patterns,#09E104, #869130, #B9BBE3
299,299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a cozy bedroom with soft textiles and neutral tones,wants warm minimalism and neutral colors,#E0E932, #5F3A9E, #9FEAC2
300,300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a warehouse inspired kitchen featuring raw materials,"wants a modern, urban atmosphere",#4F579B, #F6BE63, #1CF941
301,301,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,scandinavian style kitchen emphasizing light and functionality,wants warm minimalism and neutral colors,#8B26DB, #6ACFA2, #DC9C17
302,302,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,loves eclectic vibes and cozy textures,#4DE2A2, #6DAE3E, #EEB881
303,303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,wants a calm and functional design,#ADA540, #81242A, #0B6B51
304,304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a cozy bedroom with soft textiles and neutral tones,prefers light woods and natural fabrics,#074299, #4350DE, #E7353E
305,305,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a warehouse inspired kitchen featuring raw materials,likes metal finishes and exposed structures,#755534, #562890, #0CDB44
306,306,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,minimalist living room with sleek furniture and uncluttered design,likes clean lines and clutter-free spaces,#7100C4, #27DEBA, #3109AE
307,307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,minimalist living room with sleek furniture and uncluttered design,prefers simplicity and neutral palettes,#268B86, #109A3C, #63EC31
308,308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#82B191, #B571F3, #379E22
309,309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,industrial style office with concrete walls and metal accents,"wants a modern, urban atmosphere",#6C40B2, #E8EF21, #7ACB97
310,310,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,likes vibrant colors and handmade decor,#2C7951, #101D27, #639D3D
311,311,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a bedroom with white walls simple furniture and natural light,wants a calm and functional design,#136948, #C52A15, #D7D512
312,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,"wants a modern, urban atmosphere",#856F19, #D85717, #D14C05
313,313,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,likes vibrant colors and handmade decor,#C51F29, #9843DF, #CF267C
314,314,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#E6C193, #3182D2, #7E5311
315,315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,a bright airy living room with wooden floors and cozy fabrics,likes cozy atmospheres with functional design,#1A5FB5, #118029, #5911F4
316,316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,a cozy bedroom with soft textiles and neutral tones,prefers light woods and natural fabrics,#A135BE, #DD4231, #1712D2
317,317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,likes metal finishes and exposed structures,#5790E5, #E21014, #434567
318,318,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,prefers natural fabrics and artistic patterns,#2AC902, #61246E, #1F3346
319,319,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,likes clean lines and clutter-free spaces,#B05605, #E00788, #C34587
320,320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,loves eclectic vibes and cozy textures,#BD2059, #747609, #B3587A
321,321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,loves eclectic vibes and cozy textures,#42CF36, #B724BE, #984792
322,322,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,minimalist living room with sleek furniture and uncluttered design,prefers simplicity and neutral palettes,#80422D, #D0AD37, #70D5DC
323,323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a cozy bedroom with soft textiles and neutral tones,likes cozy atmospheres with functional design,#E29B86, #F55FB5, #429012
324,324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,industrial style office with concrete walls and metal accents,"wants a modern, urban atmosphere",#1F7433, #DD208A, #F038CC
325,325,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scandinavian style kitchen emphasizing light and functionality,wants warm minimalism and neutral colors,#DF1A64, #F9F2E5, #DC0B4B
326,326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a bedroom with white walls simple furniture and natural light,prefers simplicity and neutral palettes,#21ED94, #262D05, #20BDC7
327,327,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,prefers simplicity and neutral palettes,#BDCD14, #150AF5, #56BFA4
328,328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a cozy bedroom with soft textiles and neutral tones,prefers light woods and natural fabrics,#0CD463, #6F46E9, #DC2D42
329,329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a warehouse inspired kitchen featuring raw materials,likes metal finishes and exposed structures,#48C77F, #CC4FA0, #5BF5D5
330,330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#299A72, #EC422D, #688FD3
331,331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a bright airy living room with wooden floors and cozy fabrics,likes cozy atmospheres with functional design,#9DCF2D, #FCBD2C, #AACAF0
332,332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,loves eclectic vibes and cozy textures,#E0866D, #7F0F9B, #F08CAD
333,333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a simple clean space with neutral colors and open areas,prefers simplicity and neutral palettes,#3246B0, #2228AD, #0B81A5
334,334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,wants a calm and functional design,#66229C, #CD51D7, #B2B475
335,335,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a bright airy living room with wooden floors and cozy fabrics,wants warm minimalism and neutral colors,#68BB84, #9FAC56, #E9936C
336,336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,prefers natural fabrics and artistic patterns,#20E0CA, #94076F, #5EE451
337,337,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,"wants a modern, urban atmosphere",#9AC45D, #024D77, #86D6B2
338,338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a warehouse inspired kitchen featuring raw materials,prefers raw textures and darker tones,#BDCA9B, #A2F3EC, #064E2B
339,339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bohemian style living room full of plants and handmade decor,prefers natural fabrics and artistic patterns,#06EA26, #F01C82, #7CE294
340,340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a modern loft with exposed brick and steel finishes,"wants a modern, urban atmosphere",#420CA3, #AEF889, #F2ADF7
341,341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,likes clean lines and clutter-free spaces,#58B1EE, #C8F53A, #4F7262
342,342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,likes vibrant colors and handmade decor,#EFDFBB, #A6C178, #061F6F
343,343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bohemian style living room full of plants and handmade decor,prefers natural fabrics and artistic patterns,#67CDD4, #D1F7FD, #C2C81C
344,344,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a bedroom with white walls simple furniture and natural light,prefers simplicity and neutral palettes,#C4CF5A, #C70702, #96F147
345,345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#3078CD, #361380, #B29474
346,346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,prefers natural fabrics and artistic patterns,#68B3AC, #E6F615, #97F4E7
347,347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a modern loft with exposed brick and steel finishes,likes metal finishes and exposed structures,#BA96F1, #0FFC79, #C34749
348,348,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a warehouse inspired kitchen featuring raw materials,prefers raw textures and darker tones,#0D8791, #E33A5B, #7B1C65
349,349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a modern loft with exposed brick and steel finishes,likes metal finishes and exposed structures,#A17A05, #CB6C5E, #C1F263
350,350,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a cozy bedroom with soft textiles and neutral tones,prefers light woods and natural fabrics,#CC38C3, #C785B9, #B52502
351,351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,"wants a modern, urban atmosphere",#EE9339, #0270F9, #114ABA
352,352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a vibrant space with eclectic patterns and layered textiles,likes vibrant colors and handmade decor,#A97F2E, #ED7347, #5FCA50
353,353,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,loves eclectic vibes and cozy textures,#B419B8, #44E699, #3458AB
354,354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,industrial style office with concrete walls and metal accents,"wants a modern, urban atmosphere",#FAF40A, #5A309A, #4E5437
355,355,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a warehouse inspired kitchen featuring raw materials,"wants a modern, urban atmosphere",#82203F, #62454E, #7A181D
356,356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a bedroom with white walls simple furniture and natural light,wants a calm and functional design,#15AD3D, #4CEA72, #82F1F1
357,357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a bright airy living room with wooden floors and cozy fabrics,prefers light woods and natural fabrics,#BD647F, #C8B995, #1E5260
358,358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,loves eclectic vibes and cozy textures,#FB44FC, #3A436A, #3EAD13
359,359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a colorful free spirited bedroom with mixed textures and cozy lighting,likes vibrant colors and handmade decor,#A71D33, #5D0628, #E01956
360,360,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,scandinavian style kitchen emphasizing light and functionality,wants warm minimalism and neutral colors,#FB6AD8, #7A26B3, #45031B
361,361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bohemian style living room full of plants and handmade decor,loves eclectic vibes and cozy textures,#7E71A2, #26E17A, #E8B8A8
362,362,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a simple clean space with neutral colors and open areas,likes clean lines and clutter-free spaces,#1B6246, #2C98CC, #75F247
363,363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,a modern loft with exposed brick and steel finishes,"wants a modern, urban atmosphere",#291C36, #2FF360, #118C4B
364,364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a modern loft with exposed brick and steel finishes,"wants a modern, urban atmosphere",#859BFA, #763D59, #6E2EE5
365,365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#CD26B7, #9D0C8D, #54AF82
366,366,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a warehouse inspired kitchen featuring raw materials,likes metal finishes and exposed structures,#A96CEB, #21AF23, #7F78DB
367,367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a modern loft with exposed brick and steel finishes,"wants a modern, urban atmosphere",#233AA1, #87961F, #73FBEB
368,368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a bright airy living room with wooden floors and cozy fabrics,prefers light woods and natural fabrics,#F10EF3, #1FD7C1, #F76071
369,369,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,minimalist living room with sleek furniture and uncluttered design,wants a calm and functional design,#0D9DEA, #CA8F07, #D33F7A
370,370,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a simple clean space with neutral colors and open areas,prefers simplicity and neutral palettes,#83B00A, #4BF6AC, #7E4E60
371,371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a simple clean space with neutral colors and open areas,likes clean lines and clutter-free spaces,#4D5F33, #3A496C, #6AADA8
372,372,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,loves eclectic vibes and cozy textures,#DA239C, #49F9A9, #5AE542
373,373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a cozy bedroom with soft textiles and neutral tones,prefers light woods and natural fabrics,#89072F, #E80334, #04EFCB
374,374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a warehouse inspired kitchen featuring raw materials,"wants a modern, urban atmosphere",#995BA4, #548C6E, #994F0D
375,375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a modern loft with exposed brick and steel finishes,likes metal finishes and exposed structures,#85D45E, #D0CBB0, #0FF36C
376,376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,likes vibrant colors and handmade decor,#D4FC33, #2BD13C, #1B5E1F
377,377,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a vibrant space with eclectic patterns and layered textiles,prefers natural fabrics and artistic patterns,#3E068F, #CD3D13, #9A8D23
378,378,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,industrial style office with concrete walls and metal accents,prefers raw textures and darker tones,#0D8647, #A752B7, #3C6E33
379,379,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a bedroom with white walls simple furniture and natural light,wants a calm and functional design,#0C426A, #5B1E64, #FFF07D
380,380,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a vibrant space with eclectic patterns and layered textiles,loves eclectic vibes and cozy textures,#C0B4A6, #9854C8, #A57FE7
